color,species,total_length_(cm),total_weight_(g),defect,image
Medium,Loligo,15.0,90.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/af3f2b2b-7dc0-4fd1-bbaf-c3d9a4b88bf4.jpg
Medium,Loligo,11.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/722c4c5a-8caf-4760-bd8d-57d34f0e2e5e.jpg
Medium,Loligo,12.0,68.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/243dff85-1c18-4228-aec2-68e52739e47c.jpg
Medium,Loligo,10.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/383d727a-c8fe-47e3-8403-eedd657debb1.jpg
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/ccec0911-1bd6-4619-aeb3-6ab3320e1b66.jpg
Medium,Loligo,12.0,52.0,"[""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/20ac2d54-73a4-42b5-8d7f-08257cd5906d.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/93123689-2f02-46fa-866d-2197ece9c7e7.jpg
Medium,Loligo,14.0,80.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/aa6ea0a0-418b-4d12-a082-ede574a19a1b.jpg
Medium,Loligo,11.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/4bb7ec2d-cba1-4c99-8a75-b17bd55c7f0c.jpg
Medium,Loligo,11.0,53.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f6c6da93-e9d4-4352-ba4b-0bd046f416af.jpg
Medium,Loligo,12.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/15e2bedc-8af3-40a8-8f4c-5dbc63e40da7.jpg
Medium,Loligo,13.0,72.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f2b2921d-f188-4e1a-b201-7bab9aa64b1c.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/5fa38df6-4b26-4e7a-bf42-67f8df0580d9.jpg
Medium,Loligo,14.0,66.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/c9db2660-7a53-47d9-9814-2f0bdd4ae338.jpg
Medium,Loligo,14.0,92.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/0689aac3-653b-4be0-b027-5d38492ca444.jpg
Medium,Loligo,11.0,60.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/acbaf175-4830-4de0-9fa9-7dd9a03c8e35.jpg
Medium,Loligo,16.0,122.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/92866f7f-795a-4d8f-85df-750f780da740.jpg
Medium,Loligo,10.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/228f1491-bcbf-4b3e-970f-652057dd56fc.jpg
Medium,Loligo,15.0,114.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/92f5ce0d-04ec-4a10-8af0-79f89dc1a51b.jpg
Medium,Loligo,12.0,58.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f5a49c90-5f66-49b8-b234-183fcc3c2f4c.jpg
Medium,Loligo,12.0,56.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/15d9c99e-cf33-49c3-a9ac-e64b8651fa4a.jpg
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/a23315a9-8213-4c9e-8142-d3652d6986cb.jpg
Medium,Loligo,11.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/a3e567b7-ae01-4b87-9d5f-d9971ef4a863.jpg
Medium,Loligo,10.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/8d15233f-a4bf-4c40-8dd3-04767b56c4df.jpg
Medium,Loligo,11.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/aeeea97d-08ea-4ad2-b091-8226f871b333.jpg
Medium,Loligo,8.0,16.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/72a2809a-92f8-464b-a9a8-94bfac89448f.jpg
Medium,Loligo,14.0,82.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/19524277-83f2-4d56-bdeb-e206af6e407e.jpg
Medium,Loligo,12.0,70.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/8312a0af-90a6-4927-8b1b-31022bd9cad1.jpg
Medium,Loligo,13.0,66.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/4b7f29f1-96b9-426d-82b1-bddd6088d2ef.jpg
Medium,Loligo,11.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/6ec967db-9440-4cd6-bd46-e76c9acab653.jpg
Medium,Loligo,9.0,36.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/a03d38b1-8117-4ff1-bd33-74ef15bc0f3f.jpg
Medium,Loligo,8.0,28.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/aebb4e27-97df-4ad2-aeb5-da1ad49c17fc.jpg
Medium,Loligo,11.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/b1722c7a-1689-4adb-b262-056ed1c65dea.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/5f4c44b3-b17f-453d-9c8e-08e3f0034c96.jpg
Medium,Loligo,8.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/52225572-7b22-4ece-b788-c8276fac9f11.jpg
Medium,Loligo,12.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/28efbf44-e126-4f1a-a356-460a50f418da.jpg
Medium,Loligo,13.0,64.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/a5450e61-1169-4cb9-8ef4-2112a2f1e02c.jpg
Medium,Loligo,12.0,72.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/e8c329b1-cad0-4bcc-9361-b91b818f966c.jpg
Medium,Loligo,12.0,54.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/a8481cae-b15c-4424-9e22-cf0eb1f72e08.jpg
Medium,Loligo,11.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/e47e0a47-6a93-4b6c-a9eb-fe8318dffb2f.jpg
Medium,Loligo,12.0,58.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/4d401fca-150d-49bc-8429-b249bc1bea87.jpg
Medium,Loligo,13.0,82.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/89bb5915-ad01-4640-9071-1426415e5ccb.jpg
Medium,Loligo,14.0,80.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/783f91e4-b977-4288-93c8-675bcb9a808b.jpg
Medium,Loligo,12.0,54.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/748a6413-5bf3-430e-845d-e34f09fa62d7.jpg
Medium,Loligo,13.0,68.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/843c7611-730e-4fcb-9403-0a93f2f1c680.jpg
Medium,Loligo,11.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/82cb38ed-dc0b-4e36-80a8-78d87289c684.jpg
Medium,Loligo,9.0,34.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/31fa8c79-3c57-4f33-a8f6-19a47dc890c6.jpg
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/d9226b4e-13a3-4c01-8f86-2ae00ee80932.jpg
Medium,Loligo,13.0,54.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/6d58cc9f-82a9-4f4c-a784-6b04c985e539.jpg
Medium,Loligo,10.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/77de96d5-acdb-49ce-ba38-d68eff157087.jpg
Medium,Loligo,7.0,20.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/3d919c4e-6e04-40c1-885c-9941d6c842ec.jpg
Medium,Loligo,9.0,36.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/2b28b976-52bb-4061-9542-4d504c96897b.jpg
Medium,Loligo,12.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/aaca7aab-1038-49de-975a-dd530c0f6b2d.jpg
Medium,Loligo,9.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/de287716-7bc9-4f30-bbb3-ca05a387b055.jpg
Medium,Loligo,9.0,28.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/426efd98-c42d-4ec7-9957-20e105ec2afd.jpg
Medium,Loligo,8.0,28.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f78a1051-6878-408d-8c2e-709d60d508d7.jpg
Medium,Loligo,12.0,54.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/c874eff6-dd5c-436c-90f2-33665bbe6491.jpg
Medium,Loligo,11.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/cf937ebb-3ef9-44ef-bf91-63450a689efc.jpg
Medium,Loligo,8.0,30.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/853a1335-54b5-44bc-9ddc-db23d74ae1be.jpg
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/44175f8e-4e6a-48ff-ab7d-51e2e65b39c4.jpg
Medium,Loligo,12.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/e82b4fe9-58d0-4f9e-b5aa-72f4e17b8915.jpg
Medium,Loligo,13.0,72.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/b985136e-528e-4a0c-8147-b769584e6dc3.jpg
Medium,Loligo,12.0,68.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/86108b18-eda5-4db0-9bdf-e77f7497f086.jpg
Medium,Loligo,13.0,72.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/18bb6cc1-bb73-4ac9-bebe-9eb11144a41d.jpg
Medium,Loligo,8.0,24.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/7c383e3c-2ce3-4ac0-9674-7ac9efee63e6.jpg
Medium,Loligo,12.0,60.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/b5731dc9-35bd-432b-bf12-1e4308d7c99c.jpg
Medium,Loligo,11.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/fe89cf14-012f-4e91-a3a0-a5875a71c0fd.jpg
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/710aac7c-caee-4413-9a3d-8044b486b824.jpg
Medium,Loligo,12.0,72.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/667c4034-2d15-46f2-a612-04858793295b.jpg
Medium,Loligo,8.0,26.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/edfbb1c5-859f-43bc-a9cb-070173b16427.jpg
Medium,Loligo,12.0,66.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/b8d418a9-8d8d-4a5d-b839-b3ba6d28145c.jpg
Medium,Loligo,14.0,88.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f88f66c9-89b1-476c-ab1a-d22d0331578e.jpg
Medium,Loligo,8.0,28.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/6605e590-e9cc-46c4-9ae0-4e3d8489109e.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/ff55b0e5-819a-4e79-b590-4c9b44915637.jpg
Medium,Loligo,11.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/1877b34d-4c08-4f68-8309-37c1e9d1a457.jpg
Medium,Loligo,7.0,14.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/424cdb2a-27d1-4038-a445-096c0e222f85.jpg
Medium,Loligo,9.0,30.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/13a407d9-9246-44bd-8d49-a819fbdd3174.jpg
Medium,Loligo,8.0,26.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/9a91af55-059c-4413-87f9-7932fa1b0e05.jpg
Medium,Loligo,11.0,54.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/6973dc8f-1313-4dd9-8ee4-5885de993cef.jpg
Medium,Loligo,9.0,30.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/040c29f8-d168-483e-9a54-c9a4bd055d91.jpg
Medium,Loligo,9.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/96191a6b-13f7-4d2a-9018-40f1b03dff48.jpg
Medium,Loligo,8.0,30.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f00c01de-950d-439d-90d1-cfda450e67ba.jpg
Medium,Loligo,7.0,18.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/095797d2-3ed9-4de8-bdfd-d316c5a479f9.jpg
Medium,Loligo,7.0,16.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/24868c43-071e-4fcc-99c4-a1f0e06b40fe.jpg
Medium,Loligo,7.0,20.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/2ff883f9-4a2b-4805-8f42-884fb8b58c97.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/53d1c6e3-bd34-4a6f-a19a-281cf18e7d9a.jpg
Medium,Loligo,12.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/101bc330-3d2e-4840-a93e-27c7ef7a921f.jpg
Medium,Loligo,10.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/4a89d371-1c04-4a73-b21f-0370e5dcf1af.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/fe027f71-5f33-4e2c-b02e-2d3c91ca103c.jpg
Medium,Loligo,11.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/a0a789a5-e77f-4689-8e9e-38d0008267a2.jpg
Medium,Loligo,11.0,52.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/ecef161e-f84e-4df6-b8b8-22ec4d88aa7c.jpg
Medium,Loligo,9.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/41deaf95-4664-455d-9d37-0a77e1428748.jpg
Medium,Loligo,8.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/471ccb16-6e69-4aa5-8cdd-e662e90b92d4.jpg
Medium,Loligo,11.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/1d6c459b-d0fb-4288-99a3-6a7c89dd69a9.jpg
Medium,Loligo,10.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f64821c4-5274-4495-a2c4-fb7660f5eb3a.jpg
Medium,Loligo,14.0,80.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/a935b290-10b6-4ab2-9e5b-0379b956f1c0.jpg
Medium,Loligo,9.0,30.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/0e7806c6-e508-4617-81de-78c217e0f7f4.jpg
Medium,Loligo,11.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/20544ad2-2e62-44b6-a9f2-ce0081713091.jpg
Medium,Loligo,13.0,70.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/8a5e2ac5-0987-4b52-9318-60c6b9be73b5.jpg
Medium,Loligo,10.6,96.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f69fc536-be30-457d-a71b-7fc200c14fa8.jpg
Medium,Loligo,14.0,84.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/6520d85d-64e8-4c7c-9e02-05ccb618f44a.jpg
Medium,Loligo,9.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/0345993d-6502-4c6b-8a4f-194ef5bac66f.jpg
Medium,Loligo,13.0,70.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/403858e6-23e6-4627-9b05-dad449ebefdb.jpg
Medium,Loligo,13.0,76.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/041786ef-54ad-42f8-83d3-2450bb3c8de8.jpg
Medium,Loligo,9.0,40.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/553f6ea1-dab3-4355-bf25-b6cda9d23660.jpg
Medium,Loligo,11.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/34b0ae68-461e-4ba8-bf7c-38c50a8214af.jpg
Medium,Loligo,10.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/9b0eda00-a2fc-46fc-90a9-3601076a0b64.jpg
Medium,Loligo,11.0,52.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/f0af21ea-d963-4c88-8706-20c25a11da70.jpg
Medium,Loligo,13.0,84.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/31d0a036-9da4-4de6-a6d9-c022e38766f3.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/4d11d49f-5c7d-4910-86d6-e0bb80f7126d.jpg
Medium,Loligo,10.0,28.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/bff26663-e6c0-43bb-be81-755ac37d8278.jpg
Medium,Loligo,9.0,30.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/7b6f35f5-2b6f-4302-9a8c-795b9913dda3.jpg
Medium,Loligo,9.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/9bfb40aa-dd82-4582-8137-dd7256a22dc8.jpg
Medium,Loligo,11.0,52.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/e0d31624-7090-4715-8072-2443a7cb6936.jpg
Medium,Loligo,12.0,60.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/fdcf602f-cc57-4ca8-b476-d81cff06e59a.jpg
Medium,Loligo,13.0,68.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/3c65872f-e763-4042-ab3c-59b35891c040.jpg
Medium,Loligo,15.0,98.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/43706afc-d6b3-4cb7-934d-57d8197998d8.jpg
Medium,Loligo,13.0,64.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/4bb7626f-8f42-4a99-9de2-f52d0eea42eb.jpg
Medium,Loligo,12.0,60.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/fce2af60-c9c1-4a44-9226-404555604f19.jpg
Medium,Loligo,10.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/950ed338-4dba-4c7f-a05c-35619d084772.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/6d8f9d1c-224d-4e29-9205-3109ece8b525.jpg
Medium,Loligo,9.0,36.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/db5523f7-b98f-465f-b5bb-723b5a87640d.jpg
Medium,Loligo,10.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/d0d02811-f291-4955-a1ad-036e2dffb33c.jpg
Medium,Loligo,7.0,20.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/ee83ba5a-00ed-4872-ad86-d39da485af98.jpg
Medium,Loligo,9.0,36.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/7b381aef-01bc-4644-868a-d3502b6de5e3.jpg
Medium,Loligo,10.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/38b8d38f-14f3-4ace-911b-e69ed4f7c055.jpg
Medium,Loligo,11.0,54.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/14/tallyvision_qc/983d02dc-8fdd-4c38-b030-e0c87140496f.jpg
